pair_id,architecture,true_center_x,true_center_y,pred_center_x,pred_center_y,euclidean_error,detected_scale,detected_rotation_deg,confidence,scale_ratio,rotation_deg,blur_sigma,shot_dose,gaussian_std,charging,runtime_ms,pass_5px,pass_4px,pass_2px,pass_1px,pass_subpixel
11,FinFET,326.83067797616644,334.6516504794838,324.9911216698551,336.61226313312494,0.053926795032009756,10.0,1.25,0.09039364945446993,10.01192862899653,0.6324754938150052,0.9908227893218748,121.84549177617107,10.178368737287109,10.0,1882.9921000000027,True,True,True,True,True
12,FinFET,308.2295065038277,672.0767864928688,302.504344120523,665.5579217906089,0.030079653452545457,10.5,-1.25,0.04618494646637439,10.597346848649313,-1.93041353881135,0.3692520466497332,199.29126915973092,10.443889319346198,10.0,1835.7375000000004,True,True,True,True,True
13,FinFET,285.2890531402792,325.43447494487737,283.9180260618581,327.04892793855925,0.05533436915104184,9.5,0.0,0.12947326626600994,9.289525515760465,0.44197347704685574,0.7135800866919333,299.77114196036774,7.470565492664133,0.0,1925.4080999999985,True,True,True,True,True
14,FinFET,613.9441372548426,321.07955856411365,611.3223151731892,319.427856193279,0.07829572242589444,10.0,1.25,0.240236756713302,9.866768451440098,0.8164487261467817,0.8474741841874882,229.05925756199673,6.9143229536028015,10.0,1883.3819999999973,True,True,True,True,True
15,FinFET,601.1690120943902,551.8545357326745,602.3397859713776,549.5160034072906,0.051363691935653766,10.0,1.25,0.4515287685747501,10.088338121895656,1.2845888980519624,0.3006946039275998,123.56286812586575,8.63074942320082,20.0,1854.038799999998,True,True,True,True,True
16,DRAM,336.18488293568015,688.4610573183254,342.19511890726994,693.5328520924313,0.031078276433422994,11.0,1.25,0.09884194533030208,10.914356318864849,1.803428890006197,0.7569163750194269,219.66596344077914,5.701468583888362,20.0,1899.7758000000003,True,True,True,True,True
17,DRAM,687.5058800369301,328.94049285336666,689.1067950585119,330.78418469893944,0.05177981811020503,10.0,-1.25,0.08035935958226492,10.208122280507736,-0.5581349154742719,0.7620180571383259,160.48921091095505,9.28060762204826,0.0,1686.4027999999962,True,True,True,True,True
18,DRAM,715.3448223125845,718.7809584009661,710.9269834526103,723.0459504906896,0.028887185027116263,9.5,-1.25,0.059018921657844434,9.555108458008284,-1.1381108557466049,0.7773457784087798,107.33543741775978,9.053810661371827,0.0,1322.6872999999982,True,True,True,True,True
19,DRAM,728.1201996873049,616.0561062388765,725.2012020400422,621.7053127632512,0.05203877035720477,10.5,-1.25,0.15804289047806286,10.638035021565054,-1.4257827517006798,0.980973284776929,104.7750959751462,8.070567480768945,0.0,1385.4201000000046,True,True,True,True,True
20,DRAM,676.8707796377921,278.5349812180697,674.5255497051537,276.6855785810185,0.06094948822276542,9.5,1.25,0.08926316102345697,9.502161634428251,0.6161060818864326,0.8199547363591377,212.5211964060605,7.889252206042099,20.0,1574.142600000002,True,True,True,True,True
21,DRAM,566.407904409764,398.9512369012822,565.7576265755115,398.5940950167071,0.08458748478861297,10.5,0.0,0.07548960049947133,10.648520522308946,0.3228875817612842,0.8342056032935805,258.61263879953685,7.0006206703618545,20.0,2003.3612999999946,True,True,True,True,True
22,DRAM,662.6762884975603,337.812000556626,665.9651942193915,341.1094285444304,0.06275733816500745,10.0,-1.25,0.1282342931076334,9.7551689062038,-1.1627507246843427,1.0402879568585683,201.0887560966583,9.952643594429322,10.0,2011.0765000000015,True,True,True,True,True
23,DRAM,591.1759316240717,276.9105094011113,596.2384865562107,270.4617593252997,8.524612231059107,9.5,-1.25,0.07403636550903296,9.440719745545223,-1.2625127572053212,0.4583153109765273,262.41890133115476,11.310104982243507,10.0,1887.3908999999999,False,False,False,False,False
24,DRAM,642.6265570194589,642.9296787631058,645.0829688055361,640.4857354849403,0.05639169956969282,11.0,1.25,0.37178909778594915,10.938272035045705,0.9922390916382611,0.8899957283619986,287.77690883343826,4.607530041131521,20.0,1878.608100000008,True,True,True,True,True
25,DRAM,675.8747418004365,496.8249874776921,675.8766136980175,500.743804156954,0.0299884668619412,10.0,-1.25,0.06026281929016072,9.780323552122749,-1.281569691649433,0.39067166577101736,256.0479989380337,10.077130910706428,10.0,1964.0329000000065,True,True,True,True,True
26,DRAM,253.08803798432967,720.879053707825,260.3202475398262,720.274024100328,8.726037639056376,9.0,2.5,0.039286692937215616,9.132255666276775,1.916176811637548,0.41073900762491694,120.54179176302777,10.353675941539349,20.0,1572.4558000000002,False,False,False,False,False
27,DRAM,281.23328386668663,354.8163950449247,277.1295479646918,361.1506742892387,0.058640500681589526,9.5,1.25,0.2452552119890846,9.598664960089197,1.6402280143716395,0.5848958124471162,217.1048862110609,11.638115858539043,0.0,1635.2288000000071,True,True,True,True,True
28,DRAM,579.5896504667837,486.0581257074268,579.70952289422,486.60794054300527,0.03386820847319754,10.0,0.0,0.186882217725118,9.867133864617951,-0.38426426039630535,0.37173209673264856,217.29946072490577,11.28524091046408,0.0,1873.126499999998,True,True,True,True,True
29,DRAM,442.1581859414915,366.9519392060124,438.5467518088971,368.6013604292107,0.028361827774421026,11.0,1.25,0.19034645954767893,10.796255651728911,1.570233403572543,0.9985682509185856,258.51491127222187,11.18824332459824,20.0,2057.1543000000074,True,True,True,True,True
30,DRAM,476.64019811491846,289.01691902085804,477.96061333011687,288.86919920913857,0.04595381731383732,9.5,0.0,0.06577857335408499,9.61188302459432,-0.3717687171208146,0.9779921979585042,191.28254810176637,3.085353950622527,20.0,1733.062799999999,True,True,True,True,True
